Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
139;"Faculdade Pitágoras de São Luiz";MA;Privada;88;17.02;395;8.3;513;1.9;441;0.92;211;5.48;;
140;"Universidade Anhanguera de São Paulo (UNIAN)";SP;Privada;88;17.02;411;8.01;485;2.23;413;1.11;278;4.67;;
141;"Centro Universitário São Camilo - Espírito Santo (SÃO CAMILO-ES)";ES;Privada;88;17.02;432;7.72;353;3.8;262;2.17;521;1.75;;
142;"Centro Universitário Fundação de Ensino Octávio Bastos (UNIFEOB)";SP;Privada;88;17.02;433;7.69;365;3.66;209;2.54;543;1.49;;
143;"Universidade Cândido Mendes (UCAM)";RJ;Privada;88;17.02;435;7.64;135;6.4;546;0.18;579;1.06;;
144;"Centro Universitário do Triângulo (UNITRI)";MG;Privada;88;17.02;441;7.47;384;3.43;296;1.93;491;2.11;;
145;"Universidade Regional Integrada do Alto Uruguai e das Missões (URI)";RS;Privada;88;17.02;461;7.09;389;3.37;319;1.77;505;1.95;;
146;"Universidade São Francisco (USF)";SP;Privada;88;17.02;469;7;355;3.78;453;0.83;468;2.39;0;0
147;"Centro Universitário Anhanguera (UNIA)";SP;Privada;88;17.02;478;6.89;528;1.72;416;1.09;327;4.08;;
148;"Faculdade Três de Maio (SETREM)";RS;Privada;88;17.02;480;6.85;500;2.05;12;3.92;594;0.88;;
149;"Instituto Infnet Rio de Janeiro (INFNET)";RJ;Privada;88;17.02;489;6.62;327;4.11;;;458;2.51;;
150;"Faculdade Alves Faria (ALFA)";GO;Privada;88;17.02;496;6.47;579;1.11;172;2.8;454;2.56;;
151;"Universidade Castelo Branco (UCB)";RJ;Privada;88;17.02;501;6.37;342;3.93;339;1.63;600;0.81;;
151;"Universidade Paranaense (UNIPAR)";PR;Privada;88;17.02;502;6.37;477;2.33;252;2.24;517;1.8;;
153;"Universidade de Sorocaba (UNISO)";SP;Privada;88;17.02;513;6.16;311;4.3;483;0.62;564;1.24;;
154;"Universidade Presidente Antônio Carlos (UNIPAC)";MG;Privada;88;17.02;515;6.11;498;2.08;336;1.65;469;2.38;;
155;"Centro Universitário Para O Desenvolvimento do Alto Vale do Itajaí (UNIDAVI)";SC;Pública;88;17.02;533;5.94;560;1.34;206;2.56;497;2.04;;
156;"Centro Universitário Padre Anchieta (UNIANCHIETA)";SP;Privada;88;17.02;539;5.87;482;2.27;139;3.03;620;0.57;;
157;"Universidade de Franca (UNIFRAN)";SP;Privada;88;17.02;586;4.88;517;1.85;428;1.01;499;2.02;0;0
158;"Universidade do Planalto Catarinense (UNIPLAC)";SC;Pública;88;17.02;601;4.33;602;0.84;335;1.66;515;1.83;;
159;"Faculdade Anhangüera de Bauru";SP;Privada;88;17.02;602;4.32;572;1.19;530;0.29;431;2.84;;
160;"Centro Universitário Fundação Santo André (CUFSA)";SP;Pública;88;17.02;608;4.19;424;2.96;403;1.18;663;0.05;;
161;"Faculdade de Tecnologia Ibratec (UNIBRATEC)";PE;Privada;88;17.02;612;4.02;366;3.65;;;636;0.37;;
162;"Fundação Universidade Federal do Abc (UFABC)";SP;Pública;;;27;19.93;1;8;11;3.93;1;8;0;0
162;"Universidade Guarulhos (UNG)";SP;Privada;88;17.02;640;2.91;510;1.93;530;0.29;610;0.69;;
164;"Universidade Federal do Estado do Rio de Janeiro (UNIRIO)";RJ;Pública;0;0;28;19.65;16;7.82;25;3.83;1;8;0;0
165;"Faculdade de Tecnologia de Ourinhos (FATEC)";SP;Pública;88;17.02;648;2.57;585;1.04;;;540;1.53;;
166;"Universidade Federal Rural do Rio de Janeiro (UFRRJ)";RJ;Pública;;;31;19.44;33;7.62;27;3.82;1;8;;
167;"Universidade Estadual do Norte Fluminense Darcy Ribeiro (UENF)";RJ;Pública;;;32;19.4;1;8;87;3.4;1;8;;
168;"Faculdade Metropolitana de Marabá (METROPOLITANA)";PA;Privada;88;17.02;652;2.24;633;0.47;439;0.93;597;0.84;;
169;"Universidade Federal de Pelotas (UFPEL)";RS;Pública;0;0;35;19.23;23;7.74;74;3.49;1;8;0;0
170;"Universidade Federal dos Vales do Jequitinhonha e Mucuri (UFVJM)";MG;Pública;0;0;37;19.1;30;7.65;79;3.45;1;8;;
171;"Universidade Federal da Fronteira Sul (UFFS)";SC;Pública;;;38;19.01;71;7.17;24;3.84;1;8;;
172;"Universidade Federal de Alfenas (UNIFAL-MG)";MG;Pública;0;0;39;18.87;63;7.26;57;3.61;1;8;0;0
173;"Universidade Estadual de Santa Cruz (UESC)";BA;Pública;0;0;42;18.78;77;7.09;45;3.69;1;8;;
174;"Universidade Federal do Rio Grande (FURG)";RS;Pública;0;0;43;18.76;75;7.12;52;3.64;1;8;0;0
175;"Universidade Federal Rural do Semi-Árido (UFERSA)";RN;Pública;;;44;18.66;70;7.18;75;3.48;1;8;;
176;"Centro Universitário Luterano de Palmas (CEULP)";TO;Privada;0;0;47;18.6;55;7.36;109;3.24;1;8;;
177;"Universidade Estadual do Rio Grande do Sul (UERGS)";RS;Pública;;;48;18.59;8;7.92;191;2.67;1;8;0;0
178;"Universidade Federal do Recôncavo da Bahia (UFRB)";BA;Pública;;;49;18.5;101;6.81;45;3.69;1;8;;
179;"Universidade Federal de Ouro Preto (UFOP)";MG;Pública;;;50;18.48;106;6.75;39;3.73;1;8;0;0
180;"Universidade Estadual de Ponta Grossa (UEPG)";PR;Pública;;;53;18.27;49;7.43;166;2.84;1;8;;
181;"Fundação Universidade Federal do Pampa (UNIPAMPA)";RS;Pública;;;55;18.2;43;7.5;186;2.7;1;8;;
182;"Faculdades Integradas Iesgo (IESGO)";GO;Privada;;;62;17.91;83;7.02;159;2.89;1;8;;
183;"Universidade Federal Rural de Pernambuco (UFRPE)";PE;Pública;;;63;17.9;120;6.58;98;3.32;1;8;;
184;"Faculdade Redentor (FACREDENTOR)";RJ;Privada;0;0;64;17.82;98;6.84;146;2.98;1;8;;
185;"Universidade Federal de São Paulo (UNIFESP)";SP;Pública;0;0;65;17.79;1;8;316;1.79;1;8;0;0
