Posição;Nome;Estado;"Pública ou Privada";"Posição em avaliação do Mercado";"Nota em avaliação do Mercado";"Posição em qualidade de ensino";"Nota em qualidade de ensino";"Posição em Instrução dos Professores";"Nota em Instrução dos Professores";"Posição Nota dos concluintes";"Nota dos concluintes";"Posição em Tempo de Dedicação dos Professores";"Nota em Tempo de Dedicação dos Professores";"Posição no MEC";"Nota no MEC"
199;"Centro Universitário Católico Salesiano Auxilium (UNISALESIANO)";SP;Privada;;;199;2.37;154;2.14;;;203;0.23;;
200;"Faculdade Roraimense de Ensino Superior (FARES)";RR;Privada;;;200;2.28;199;0.42;132;0.44;172;1.42;;
201;"Faculdade de Ciências e Tecnologia de Unaí (FACTU)";MG;Privada;;;201;1.89;188;0.84;125;0.63;198;0.42;;
202;"Centro Universitário do Triângulo (UNITRI)";MG;Privada;0;0;202;1.76;171;1.49;;;202;0.27;;
203;"Faculdade Guaraí (FAG)";TO;Privada;;;203;1.73;206;0.15;;;168;1.58;;
204;"Centro Universitário de Formiga (UNIFORMG)";MG;Privada;;;204;1.38;179;1.19;;;204;0.19;;
205;"Centro Universitário Barriga Verde (UNIBAVE)";SC;Pública;;;205;1.12;190;0.77;;;200;0.35;;
206;"Faculdade Evangélica de Goianésia";GO;Privada;;;206;1.03;187;0.88;;;205;0.15;;
207;"Universidade Vale do Rio Doce (UNIVALE)";MG;Privada;;;207;0.83;205;0.19;126;0.6;208;0.04;;
208;"Faculdade Concórdia (FACC)";SC;Privada;;;208;0.39;203;0.27;;;206;0.12;;
209;"Faculdade de Ciências Agrárias de Araripina (FACIAGRA)";PE;Pública;;;209;0.15;209;0.04;144;0.11;;;;
